raw_section_id,source_order,source_image,major_category,section_name,normalized_concept_id,estimated_detail_type_count_in_major,error_tags,status
H2_CALC2_INT_RAW_001,1,1.png,여러 가지 함수의 적분,x^a의 부정적분 - 피적분함수가 유리식(다항식)인 경우,H2_CALC2_INT_C001,5,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",normalized_from_image_tree
H2_CALC2_INT_RAW_002,1,1.png,여러 가지 함수의 적분,x^a의 부정적분 - 피적분함수에 무리식이 포함된 경우: 분수식,H2_CALC2_INT_C002,5,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",normalized_from_image_tree
H2_CALC2_INT_RAW_003,1,1.png,여러 가지 함수의 적분,x^a의 부정적분 - 피적분함수에 무리식이 포함된 경우: 분수식이 아닐 때,H2_CALC2_INT_C003,5,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",normalized_from_image_tree
H2_CALC2_INT_RAW_004,1,1.png,여러 가지 함수의 적분,x^a의 부정적분 - 부정적분해야 할 것을 잘못하여 미분한 경우,H2_CALC2_INT_C004,5,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",normalized_from_image_tree
H2_CALC2_INT_RAW_005,1,1.png,여러 가지 함수의 적분,x^a의 부정적분 - 부정적분을 이용한 함수의 연속과 미분가능성,H2_CALC2_INT_C005,5,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",normalized_from_image_tree
H2_CALC2_INT_RAW_006,1,1.png,여러 가지 함수의 적분,x^a의 부정적분 - 부정적분 F(x)를 포함하는 등식이 조건으로 주어진 경우,H2_CALC2_INT_C006,5,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",normalized_from_image_tree
H2_CALC2_INT_RAW_007,2,2.png,여러 가지 함수의 적분,지수함수의 부정적분: 밑이 e인 경우 - 피적분함수가 지수함수에 관한 다항식인 경우,H2_CALC2_INT_C007,5,"[""indefinite_integral"", ""exponential_integral"", ""fundamental_antiderivative""]",normalized_from_image_tree
H2_CALC2_INT_RAW_008,2,2.png,여러 가지 함수의 적분,지수함수의 부정적분: 밑이 e인 경우 - 피적분함수가 지수함수에 관한 분수식인 경우,H2_CALC2_INT_C008,5,"[""indefinite_integral"", ""exponential_integral"", ""fundamental_antiderivative""]",normalized_from_image_tree
H2_CALC2_INT_RAW_009,2,2.png,여러 가지 함수의 적분,지수함수의 부정적분: 밑이 e인 경우 - 역함수를 이용하여 피적분함수의 식을 구하는 경우,H2_CALC2_INT_C009,5,"[""indefinite_integral"", ""exponential_integral"", ""fundamental_antiderivative""]",normalized_from_image_tree
H2_CALC2_INT_RAW_010,2,2.png,여러 가지 함수의 적분,지수함수의 부정적분: 밑이 e인 경우 - 부정적분해야 할 것을 잘못하여 미분한 경우,H2_CALC2_INT_C010,5,"[""indefinite_integral"", ""exponential_integral"", ""fundamental_antiderivative""]",normalized_from_image_tree
H2_CALC2_INT_RAW_011,2,2.png,여러 가지 함수의 적분,지수함수의 부정적분: 밑이 e인 경우 - 부정적분을 이용한 함수의 연속과 미분가능성,H2_CALC2_INT_C011,5,"[""indefinite_integral"", ""exponential_integral"", ""fundamental_antiderivative""]",normalized_from_image_tree
H2_CALC2_INT_RAW_012,2,2.png,여러 가지 함수의 적분,지수함수의 부정적분: 밑이 e가 아닌 경우 - 피적분함수가 지수함수에 관한 다항식인 경우,H2_CALC2_INT_C012,5,"[""indefinite_integral"", ""exponential_integral"", ""base_change""]",normalized_from_image_tree
