raw_section_id,source_order,source_image,major_category,section_name,normalized_concept_id,estimated_detail_type_count_in_major,error_tags,status
H2_CALC2_DIFF_RAW_001,18,18.png,여러 가지 함수의 미분,지수함수와 로그함수의 극한과 미분 - 지수함수의 극한: 다항식이 포함된 경우,H2_CALC2_DIFF_C001,5,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",normalized_from_image_tree
H2_CALC2_DIFF_RAW_002,18,18.png,여러 가지 함수의 미분,지수함수와 로그함수의 극한과 미분 - 지수함수의 극한: 분수식이 포함된 경우,H2_CALC2_DIFF_C002,5,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",normalized_from_image_tree
H2_CALC2_DIFF_RAW_003,18,18.png,여러 가지 함수의 미분,지수함수와 로그함수의 극한과 미분 - 여러 가지 지수함수 극한이 동시에 주어진 경우,H2_CALC2_DIFF_C003,4,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",normalized_from_image_tree
H2_CALC2_DIFF_RAW_004,18,18.png,여러 가지 함수의 미분,지수함수와 로그함수의 극한과 미분 - 수열을 활용하는 지수함수 극한,H2_CALC2_DIFF_C004,4,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",normalized_from_image_tree
H2_CALC2_DIFF_RAW_005,18,18.png,여러 가지 함수의 미분,지수함수와 로그함수의 극한과 미분 - 로그함수와 함께 주어진 지수함수 극한,H2_CALC2_DIFF_C005,4,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",normalized_from_image_tree
H2_CALC2_DIFF_RAW_006,19,19.png,여러 가지 함수의 미분,무리수 e의 정의 - 무리수 e가 포함된 식의 계산,H2_CALC2_DIFF_C006,5,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",normalized_from_image_tree
H2_CALC2_DIFF_RAW_007,19,19.png,여러 가지 함수의 미분,무리수 e의 정의 - e가 포함된 지수방정식과 부등식,H2_CALC2_DIFF_C007,5,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",normalized_from_image_tree
H2_CALC2_DIFF_RAW_008,19,19.png,여러 가지 함수의 미분,무리수 e의 정의 - e가 포함된 지수함수의 극한,H2_CALC2_DIFF_C008,4,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",normalized_from_image_tree
H2_CALC2_DIFF_RAW_009,19,19.png,여러 가지 함수의 미분,무리수 e의 정의 - e의 정의를 이용한 극한 변형,H2_CALC2_DIFF_C009,4,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",normalized_from_image_tree
H2_CALC2_DIFF_RAW_010,19,19.png,여러 가지 함수의 미분,자연로그 ln의 정의 - 자연로그가 포함된 식의 계산,H2_CALC2_DIFF_C010,5,"[""natural_log"", ""log_limit"", ""limit_standard""]",normalized_from_image_tree
