problem_type_id,grade,course,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
H2_CALC2_DIFF_PT001,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,지수함수와 로그함수의 극한과 미분 - 지수함수의 극한: 다항식이 포함된 경우 - 기본 판별,"여러 가지 함수의 미분 범주의 '지수함수와 로그함수의 극한과 미분 - 지수함수의 극한: 다항식이 포함된 경우' 유형을 기본 판별 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C001""]",basic,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",[18],H2_CALC2_DIFF_RAW_001,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT002,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,지수함수와 로그함수의 극한과 미분 - 지수함수의 극한: 다항식이 포함된 경우 - 계산·조건 적용,"여러 가지 함수의 미분 범주의 '지수함수와 로그함수의 극한과 미분 - 지수함수의 극한: 다항식이 포함된 경우' 유형을 계산·조건 적용 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C001""]",core,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",[18],H2_CALC2_DIFF_RAW_001,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT003,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,지수함수와 로그함수의 극한과 미분 - 지수함수의 극한: 다항식이 포함된 경우 - 응용·검산,"여러 가지 함수의 미분 범주의 '지수함수와 로그함수의 극한과 미분 - 지수함수의 극한: 다항식이 포함된 경우' 유형을 응용·검산 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C001""]",advanced,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",[18],H2_CALC2_DIFF_RAW_001,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT004,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,지수함수와 로그함수의 극한과 미분 - 지수함수의 극한: 분수식이 포함된 경우 - 기본 판별,"여러 가지 함수의 미분 범주의 '지수함수와 로그함수의 극한과 미분 - 지수함수의 극한: 분수식이 포함된 경우' 유형을 기본 판별 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C002""]",basic,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",[18],H2_CALC2_DIFF_RAW_002,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT005,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,지수함수와 로그함수의 극한과 미분 - 지수함수의 극한: 분수식이 포함된 경우 - 계산·조건 적용,"여러 가지 함수의 미분 범주의 '지수함수와 로그함수의 극한과 미분 - 지수함수의 극한: 분수식이 포함된 경우' 유형을 계산·조건 적용 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C002""]",core,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",[18],H2_CALC2_DIFF_RAW_002,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT006,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,지수함수와 로그함수의 극한과 미분 - 지수함수의 극한: 분수식이 포함된 경우 - 응용·검산,"여러 가지 함수의 미분 범주의 '지수함수와 로그함수의 극한과 미분 - 지수함수의 극한: 분수식이 포함된 경우' 유형을 응용·검산 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C002""]",advanced,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",[18],H2_CALC2_DIFF_RAW_002,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT007,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,지수함수와 로그함수의 극한과 미분 - 여러 가지 지수함수 극한이 동시에 주어진 경우 - 기본 판별,"여러 가지 함수의 미분 범주의 '지수함수와 로그함수의 극한과 미분 - 여러 가지 지수함수 극한이 동시에 주어진 경우' 유형을 기본 판별 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C003""]",basic,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",[18],H2_CALC2_DIFF_RAW_003,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT008,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,지수함수와 로그함수의 극한과 미분 - 여러 가지 지수함수 극한이 동시에 주어진 경우 - 계산·조건 적용,"여러 가지 함수의 미분 범주의 '지수함수와 로그함수의 극한과 미분 - 여러 가지 지수함수 극한이 동시에 주어진 경우' 유형을 계산·조건 적용 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C003""]",core,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",[18],H2_CALC2_DIFF_RAW_003,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT009,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,지수함수와 로그함수의 극한과 미분 - 여러 가지 지수함수 극한이 동시에 주어진 경우 - 응용·검산,"여러 가지 함수의 미분 범주의 '지수함수와 로그함수의 극한과 미분 - 여러 가지 지수함수 극한이 동시에 주어진 경우' 유형을 응용·검산 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C003""]",advanced,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",[18],H2_CALC2_DIFF_RAW_003,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT010,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,지수함수와 로그함수의 극한과 미분 - 수열을 활용하는 지수함수 극한 - 기본 판별,"여러 가지 함수의 미분 범주의 '지수함수와 로그함수의 극한과 미분 - 수열을 활용하는 지수함수 극한' 유형을 기본 판별 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C004""]",basic,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",[18],H2_CALC2_DIFF_RAW_004,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT011,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,지수함수와 로그함수의 극한과 미분 - 수열을 활용하는 지수함수 극한 - 계산·조건 적용,"여러 가지 함수의 미분 범주의 '지수함수와 로그함수의 극한과 미분 - 수열을 활용하는 지수함수 극한' 유형을 계산·조건 적용 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C004""]",core,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",[18],H2_CALC2_DIFF_RAW_004,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT012,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,지수함수와 로그함수의 극한과 미분 - 수열을 활용하는 지수함수 극한 - 응용·검산,"여러 가지 함수의 미분 범주의 '지수함수와 로그함수의 극한과 미분 - 수열을 활용하는 지수함수 극한' 유형을 응용·검산 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C004""]",advanced,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",[18],H2_CALC2_DIFF_RAW_004,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT013,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,지수함수와 로그함수의 극한과 미분 - 로그함수와 함께 주어진 지수함수 극한 - 기본 판별,"여러 가지 함수의 미분 범주의 '지수함수와 로그함수의 극한과 미분 - 로그함수와 함께 주어진 지수함수 극한' 유형을 기본 판별 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C005""]",basic,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",[18],H2_CALC2_DIFF_RAW_005,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT014,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,지수함수와 로그함수의 극한과 미분 - 로그함수와 함께 주어진 지수함수 극한 - 계산·조건 적용,"여러 가지 함수의 미분 범주의 '지수함수와 로그함수의 극한과 미분 - 로그함수와 함께 주어진 지수함수 극한' 유형을 계산·조건 적용 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C005""]",core,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",[18],H2_CALC2_DIFF_RAW_005,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT015,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,지수함수와 로그함수의 극한과 미분 - 로그함수와 함께 주어진 지수함수 극한 - 응용·검산,"여러 가지 함수의 미분 범주의 '지수함수와 로그함수의 극한과 미분 - 로그함수와 함께 주어진 지수함수 극한' 유형을 응용·검산 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C005""]",advanced,"[""exponential_limit"", ""log_exp_limit"", ""transcendental_limit""]",[18],H2_CALC2_DIFF_RAW_005,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT016,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,무리수 e의 정의 - 무리수 e가 포함된 식의 계산 - 기본 판별,"여러 가지 함수의 미분 범주의 '무리수 e의 정의 - 무리수 e가 포함된 식의 계산' 유형을 기본 판별 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C006""]",basic,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",[19],H2_CALC2_DIFF_RAW_006,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT017,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,무리수 e의 정의 - 무리수 e가 포함된 식의 계산 - 계산·조건 적용,"여러 가지 함수의 미분 범주의 '무리수 e의 정의 - 무리수 e가 포함된 식의 계산' 유형을 계산·조건 적용 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C006""]",core,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",[19],H2_CALC2_DIFF_RAW_006,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT018,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,무리수 e의 정의 - 무리수 e가 포함된 식의 계산 - 응용·검산,"여러 가지 함수의 미분 범주의 '무리수 e의 정의 - 무리수 e가 포함된 식의 계산' 유형을 응용·검산 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C006""]",advanced,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",[19],H2_CALC2_DIFF_RAW_006,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT019,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,무리수 e의 정의 - e가 포함된 지수방정식과 부등식 - 기본 판별,"여러 가지 함수의 미분 범주의 '무리수 e의 정의 - e가 포함된 지수방정식과 부등식' 유형을 기본 판별 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C007""]",basic,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",[19],H2_CALC2_DIFF_RAW_007,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT020,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,무리수 e의 정의 - e가 포함된 지수방정식과 부등식 - 계산·조건 적용,"여러 가지 함수의 미분 범주의 '무리수 e의 정의 - e가 포함된 지수방정식과 부등식' 유형을 계산·조건 적용 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C007""]",core,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",[19],H2_CALC2_DIFF_RAW_007,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT021,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,무리수 e의 정의 - e가 포함된 지수방정식과 부등식 - 응용·검산,"여러 가지 함수의 미분 범주의 '무리수 e의 정의 - e가 포함된 지수방정식과 부등식' 유형을 응용·검산 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C007""]",advanced,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",[19],H2_CALC2_DIFF_RAW_007,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT022,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,무리수 e의 정의 - e가 포함된 지수함수의 극한 - 기본 판별,"여러 가지 함수의 미분 범주의 '무리수 e의 정의 - e가 포함된 지수함수의 극한' 유형을 기본 판별 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C008""]",basic,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",[19],H2_CALC2_DIFF_RAW_008,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT023,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,무리수 e의 정의 - e가 포함된 지수함수의 극한 - 계산·조건 적용,"여러 가지 함수의 미분 범주의 '무리수 e의 정의 - e가 포함된 지수함수의 극한' 유형을 계산·조건 적용 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C008""]",core,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",[19],H2_CALC2_DIFF_RAW_008,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT024,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,무리수 e의 정의 - e가 포함된 지수함수의 극한 - 응용·검산,"여러 가지 함수의 미분 범주의 '무리수 e의 정의 - e가 포함된 지수함수의 극한' 유형을 응용·검산 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C008""]",advanced,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",[19],H2_CALC2_DIFF_RAW_008,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT025,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,무리수 e의 정의 - e의 정의를 이용한 극한 변형 - 기본 판별,"여러 가지 함수의 미분 범주의 '무리수 e의 정의 - e의 정의를 이용한 극한 변형' 유형을 기본 판별 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C009""]",basic,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",[19],H2_CALC2_DIFF_RAW_009,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT026,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,무리수 e의 정의 - e의 정의를 이용한 극한 변형 - 계산·조건 적용,"여러 가지 함수의 미분 범주의 '무리수 e의 정의 - e의 정의를 이용한 극한 변형' 유형을 계산·조건 적용 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C009""]",core,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",[19],H2_CALC2_DIFF_RAW_009,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT027,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,무리수 e의 정의 - e의 정의를 이용한 극한 변형 - 응용·검산,"여러 가지 함수의 미분 범주의 '무리수 e의 정의 - e의 정의를 이용한 극한 변형' 유형을 응용·검산 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C009""]",advanced,"[""e_definition"", ""exponential_limit"", ""limit_standard""]",[19],H2_CALC2_DIFF_RAW_009,curated_problem_type_from_raw_taxonomy
H2_CALC2_DIFF_PT028,고2,미적분2,H2_CALCULUS2_DIFFERENTIATION,미분법,자연로그 ln의 정의 - 자연로그가 포함된 식의 계산 - 기본 판별,"여러 가지 함수의 미분 범주의 '자연로그 ln의 정의 - 자연로그가 포함된 식의 계산' 유형을 기본 판별 수준으로 진단한다. 초월함수 극한, 미분 공식 선택, 접선·그래프·방정식 활용 조건을 단계별로 확인한다.","[""H2_CALC2_DIFF_C010""]",basic,"[""natural_log"", ""log_limit"", ""limit_standard""]",[19],H2_CALC2_DIFF_RAW_010,curated_problem_type_from_raw_taxonomy
