problem_type_id,grade,course,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
H2_CALC2_INT_PT001,고2,미적분2,H2_CALCULUS2_INTEGRATION,적분법,x^a의 부정적분 - 피적분함수가 유리식(다항식)인 경우 - 기본 판별,"여러 가지 함수의 적분 범주의 'x^a의 부정적분 - 피적분함수가 유리식(다항식)인 경우' 유형을 기본 판별 수준으로 진단한다. 적분 공식 선택, 치환·부분적분, 정적분 활용, 넓이·부피·거리·길이 해석을 단계별로 점검한다.","[""H2_CALC2_INT_C001""]",basic,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",[1],H2_CALC2_INT_RAW_001,curated_problem_type_from_raw_taxonomy
H2_CALC2_INT_PT002,고2,미적분2,H2_CALCULUS2_INTEGRATION,적분법,x^a의 부정적분 - 피적분함수가 유리식(다항식)인 경우 - 계산·조건 적용,"여러 가지 함수의 적분 범주의 'x^a의 부정적분 - 피적분함수가 유리식(다항식)인 경우' 유형을 계산·조건 적용 수준으로 진단한다. 적분 공식 선택, 치환·부분적분, 정적분 활용, 넓이·부피·거리·길이 해석을 단계별로 점검한다.","[""H2_CALC2_INT_C001""]",core,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",[1],H2_CALC2_INT_RAW_001,curated_problem_type_from_raw_taxonomy
H2_CALC2_INT_PT003,고2,미적분2,H2_CALCULUS2_INTEGRATION,적분법,x^a의 부정적분 - 피적분함수가 유리식(다항식)인 경우 - 응용·검산,"여러 가지 함수의 적분 범주의 'x^a의 부정적분 - 피적분함수가 유리식(다항식)인 경우' 유형을 응용·검산 수준으로 진단한다. 적분 공식 선택, 치환·부분적분, 정적분 활용, 넓이·부피·거리·길이 해석을 단계별로 점검한다.","[""H2_CALC2_INT_C001""]",advanced,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",[1],H2_CALC2_INT_RAW_001,curated_problem_type_from_raw_taxonomy
H2_CALC2_INT_PT004,고2,미적분2,H2_CALCULUS2_INTEGRATION,적분법,x^a의 부정적분 - 피적분함수에 무리식이 포함된 경우: 분수식 - 기본 판별,"여러 가지 함수의 적분 범주의 'x^a의 부정적분 - 피적분함수에 무리식이 포함된 경우: 분수식' 유형을 기본 판별 수준으로 진단한다. 적분 공식 선택, 치환·부분적분, 정적분 활용, 넓이·부피·거리·길이 해석을 단계별로 점검한다.","[""H2_CALC2_INT_C002""]",basic,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",[1],H2_CALC2_INT_RAW_002,curated_problem_type_from_raw_taxonomy
H2_CALC2_INT_PT005,고2,미적분2,H2_CALCULUS2_INTEGRATION,적분법,x^a의 부정적분 - 피적분함수에 무리식이 포함된 경우: 분수식 - 계산·조건 적용,"여러 가지 함수의 적분 범주의 'x^a의 부정적분 - 피적분함수에 무리식이 포함된 경우: 분수식' 유형을 계산·조건 적용 수준으로 진단한다. 적분 공식 선택, 치환·부분적분, 정적분 활용, 넓이·부피·거리·길이 해석을 단계별로 점검한다.","[""H2_CALC2_INT_C002""]",core,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",[1],H2_CALC2_INT_RAW_002,curated_problem_type_from_raw_taxonomy
H2_CALC2_INT_PT006,고2,미적분2,H2_CALCULUS2_INTEGRATION,적분법,x^a의 부정적분 - 피적분함수에 무리식이 포함된 경우: 분수식 - 응용·검산,"여러 가지 함수의 적분 범주의 'x^a의 부정적분 - 피적분함수에 무리식이 포함된 경우: 분수식' 유형을 응용·검산 수준으로 진단한다. 적분 공식 선택, 치환·부분적분, 정적분 활용, 넓이·부피·거리·길이 해석을 단계별로 점검한다.","[""H2_CALC2_INT_C002""]",advanced,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",[1],H2_CALC2_INT_RAW_002,curated_problem_type_from_raw_taxonomy
H2_CALC2_INT_PT007,고2,미적분2,H2_CALCULUS2_INTEGRATION,적분법,x^a의 부정적분 - 피적분함수에 무리식이 포함된 경우: 분수식이 아닐 때 - 기본 판별,"여러 가지 함수의 적분 범주의 'x^a의 부정적분 - 피적분함수에 무리식이 포함된 경우: 분수식이 아닐 때' 유형을 기본 판별 수준으로 진단한다. 적분 공식 선택, 치환·부분적분, 정적분 활용, 넓이·부피·거리·길이 해석을 단계별로 점검한다.","[""H2_CALC2_INT_C003""]",basic,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",[1],H2_CALC2_INT_RAW_003,curated_problem_type_from_raw_taxonomy
H2_CALC2_INT_PT008,고2,미적분2,H2_CALCULUS2_INTEGRATION,적분법,x^a의 부정적분 - 피적분함수에 무리식이 포함된 경우: 분수식이 아닐 때 - 계산·조건 적용,"여러 가지 함수의 적분 범주의 'x^a의 부정적분 - 피적분함수에 무리식이 포함된 경우: 분수식이 아닐 때' 유형을 계산·조건 적용 수준으로 진단한다. 적분 공식 선택, 치환·부분적분, 정적분 활용, 넓이·부피·거리·길이 해석을 단계별로 점검한다.","[""H2_CALC2_INT_C003""]",core,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",[1],H2_CALC2_INT_RAW_003,curated_problem_type_from_raw_taxonomy
H2_CALC2_INT_PT009,고2,미적분2,H2_CALCULUS2_INTEGRATION,적분법,x^a의 부정적분 - 피적분함수에 무리식이 포함된 경우: 분수식이 아닐 때 - 응용·검산,"여러 가지 함수의 적분 범주의 'x^a의 부정적분 - 피적분함수에 무리식이 포함된 경우: 분수식이 아닐 때' 유형을 응용·검산 수준으로 진단한다. 적분 공식 선택, 치환·부분적분, 정적분 활용, 넓이·부피·거리·길이 해석을 단계별로 점검한다.","[""H2_CALC2_INT_C003""]",advanced,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",[1],H2_CALC2_INT_RAW_003,curated_problem_type_from_raw_taxonomy
H2_CALC2_INT_PT010,고2,미적분2,H2_CALCULUS2_INTEGRATION,적분법,x^a의 부정적분 - 부정적분해야 할 것을 잘못하여 미분한 경우 - 기본 판별,"여러 가지 함수의 적분 범주의 'x^a의 부정적분 - 부정적분해야 할 것을 잘못하여 미분한 경우' 유형을 기본 판별 수준으로 진단한다. 적분 공식 선택, 치환·부분적분, 정적분 활용, 넓이·부피·거리·길이 해석을 단계별로 점검한다.","[""H2_CALC2_INT_C004""]",basic,"[""indefinite_integral"", ""power_integral"", ""fundamental_antiderivative""]",[1],H2_CALC2_INT_RAW_004,curated_problem_type_from_raw_taxonomy
