item_id,source_id,source_question_no,source_page,solution_page,source_fingerprint,structure_fingerprint,source_type_label,answer_key,response_format,primary_problem_type_id,secondary_problem_type_ids,concept_ids,prerequisite_concept_ids,future_connection_ids,difficulty,observed_accuracy_percent,observed_challenge_band,problem_family_id,variant_level,representation_type,condition_count,first_action_hint,expected_process_stages,likely_error_tags,variant_id,near_duplicate_group,duplicate_of,mapping_status,mapping_confidence,review_status
M2_LF_50_S09_Q001,SRC_M2_LF_50_WORKSHEET_SET09_20260710,001,1,15,17e15ce11b996f0fed015d96ebb29ea81ebe20fd7d298ec5ae4ea2f55b68bbe0,d5493a08a47cf4fc090dcece3401ad0de300c38a4270d93a66c2e14b54106cff,함수의 뜻,36,integer,M2_LF_PT004,,M2_FUNC_C001,,,advanced,42,high_observed_challenge,M2_LF_FAM_M2_LF_PT004,variant,mapping_relation,4,주어진 조건을 식·좌표·그래프 표현으로 바꾼 뒤 계산 결과를 원래 조건에 대입해 검산한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,function_definition|mapping_relation|domain_range,M2_LF_PT004__M2LF50S09_Q001,M2_LF_PT004::M2_LF_CROSSSET_06_09,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S09_Q002,SRC_M2_LF_50_WORKSHEET_SET09_20260710,002,1,15,ffa29dc10ef5834e44079d5b94bdb7984d2542e4954fb08c921dcf91f4de6244,707a363e76683dd08c6148cb0e6d64bf2e78f4cbf960990bcd7c31a118088b2a,함수,choice:5,single_choice,M2_LF_PT001,M2_LF_PT024,M2_FUNC_C001,,,standard,85,low_observed_challenge,M2_LF_FAM_M2_LF_PT001,variant,word_relationship,3,"각 x값에 대응하는 y값이 정확히 하나인지 확인하고, 조건에 따라 가능한 입력값을 빠짐없이 센다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,function_definition|mapping_relation|domain_range,M2_LF_PT001__M2LF50S09_Q002,M2_LF_PT001::M2_LF_CROSSSET_06_08_09,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S09_Q003,SRC_M2_LF_50_WORKSHEET_SET09_20260710,003,1,15,0e232f5539b5b4d6bc6a292751451dd4c32b4e017cec2d31425669dbd8dc2d18,1827af1d7987bea24a582b65381d543dad86e1df9a5c64fac7e951ad19bc730d,함숫값,-14,integer,M2_LF_PT013,,M2_FUNC_C003,,,standard,84,low_observed_challenge,M2_LF_FAM_M2_LF_PT013,variant,symbolic_function,2,함수의 조건을 먼저 해석하고 필요한 입력값을 순서대로 계산해 합이나 값을 구한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,function_value|substitution|sign_error,M2_LF_PT013__M2LF50S09_Q003,M2_LF_PT013::M2_LF_CROSSSET_06_07_08_09,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S09_Q004,SRC_M2_LF_50_WORKSHEET_SET09_20260710,004,1,15,ca0feb0157228f8f53614720fbe36beae85d8aac9be5dd83fe580779b9c47f74,9fa797e23413aaa9ce2f5f1daa8f361d78afa618856a678a2f0868fc29d54313,함숫값을 이용하여 미지수의 값 구하기,2,integer,M2_LF_PT020,,M2_FUNC_C004,,,advanced,76,medium_observed_challenge,M2_LF_FAM_M2_LF_PT020,variant,symbolic_function,4,주어진 함숫값 조건을 각각 대입해 계수와 입력값을 순서대로 구한 뒤 요구한 식을 계산한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,unknown_from_function_value|equation_setup|substitution,M2_LF_PT020__M2LF50S09_Q004,M2_LF_PT020::M2_LF_CROSSSET_06_08_09,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S09_Q005,SRC_M2_LF_50_WORKSHEET_SET09_20260710,005,2,15,13621be5c085adae3a345b171fc02455f8eac4106dbd472564f1089c8ca45bfa,8f81173d842a4b1e4e203fcbdd4e1a4f3febe006d883e10b0bfe6aaa223c73f7,f(x)=(x에 대한 조건)꼴인 함수의 함숫값,choice:4,single_choice,M2_LF_PT013,,M2_FUNC_C003,,,standard,73,medium_observed_challenge,M2_LF_FAM_M2_LF_PT013,variant,rule_based_function,2,함수의 조건을 먼저 해석하고 필요한 입력값을 순서대로 계산해 합이나 값을 구한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,function_value|substitution|sign_error,M2_LF_PT013__M2LF50S09_Q005,M2_LF_PT013::M2_LF_CROSSSET_06_07_08_09,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S09_Q006,SRC_M2_LF_50_WORKSHEET_SET09_20260710,006,2,15,bbc674992f02e66ae903a439fc92872bfcf16787e558dfe6e30b9e8d58dad1ed,32b7dd4a4e347c1447520a13d601ddb12010238d0d9af97ec92bfcbb65dea75d,일차함수,choice:3,single_choice,M2_LF_PT024,M2_LF_PT103,M2_FUNC_C005|M2_FUNC_C006,,,advanced,69,medium_observed_challenge,M2_LF_FAM_M2_LF_PT024,variant,word_problem,3,주어진 조건을 식·좌표·그래프 표현으로 바꾼 뒤 계산 결과를 원래 조건에 대입해 검산한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,linear_function_definition|a_not_zero|degree_check,M2_LF_PT024__M2LF50S09_Q006,M2_LF_PT024::M2_LF_CROSSSET_06_09,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S09_Q007,SRC_M2_LF_50_WORKSHEET_SET09_20260710,007,2,15,12ffad3c39ca04e132078d125b0019af6215610e5f8ba7d5a17523ffd53eaf3c,9e4746f1fd0d76698f914a532c3603066c8c11e0e936549607d7b8bc384c9d0f,일차함수가 될 조건,choice:2,single_choice,M2_LF_PT022,M2_LF_PT024,M2_FUNC_C005|M2_FUNC_C006,,,standard,81,low_observed_challenge,M2_LF_FAM_M2_LF_PT022,variant,symbolic_equation,3,식을 정리해 x의 계수가 0이 되지 않는 조건을 확인한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,linear_function_definition|a_not_zero|degree_check,M2_LF_PT022__M2LF50S09_Q007,M2_LF_PT022::M2_LF_CROSSSET_06_08_09,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S09_Q008,SRC_M2_LF_50_WORKSHEET_SET09_20260710,008,2,15,2c7c4fb105d3b3b5fde82dd136fca48d8f87a26809419ce70b7e386c448d6c71,cbdb79be3eb0721b9f439fb463ae3be5e37182e605b9cc77a8a48d56a303037b,변화량 또는 일차함수가 주어진 경우의 기울기 구하기,-3,integer,M2_LF_PT039,M2_LF_PT040,M2_FUNC_C010,,,advanced,56,high_observed_challenge,M2_LF_FAM_M2_LF_PT039,variant,symbolic_function,4,주어진 조건을 식·좌표·그래프 표현으로 바꾼 뒤 계산 결과를 원래 조건에 대입해 검산한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,rate_of_change|slope|delta_x_delta_y,M2_LF_PT039__M2LF50S09_Q008,M2_LF_PT039::M2_LF_CROSSSET_06_09,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S09_Q009,SRC_M2_LF_50_WORKSHEET_SET09_20260710,009,3,15,bace4b49ea82353fe5042b046eb5764f4be9199d86651689db6427f4601d011c,f6b78bc82f187f9127e4ee8780ce7cfbc5e3d058781e2960e0ca3deb3a69c383,변화량에 따른 일차함수의 모양,"choices:1,3",multiple_choice,M2_LF_PT043,M2_LF_PT041,M2_FUNC_C011,,,standard,84,low_observed_challenge,M2_LF_FAM_M2_LF_PT043,variant,symbolic_function,2,x가 증가할 때 y가 감소하려면 기울기가 음수여야 한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,slope_sign|increasing_decreasing|graph_shape,M2_LF_PT043__M2LF50S09_Q009,M2_LF_PT043::M2_LF_CROSSSET_06_08_09,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S09_Q010,SRC_M2_LF_50_WORKSHEET_SET09_20260710,010,3,16,77b499c8d6f677c27c0f8b5575cd03b390e35547af05173e977ba7a6cf476f01,0577220af9e417814a4ae201296180ab21dea8378437c3cdfccd4f24706f8971,두 점을 지나는 일차함수의 그래프의 기울기,choice:3,single_choice,M2_LF_PT048,,M2_FUNC_C012,,,standard,75,medium_observed_challenge,M2_LF_FAM_M2_LF_PT048,variant,coordinate_graph,3,두 점 또는 두 함숫값의 변화량을 같은 순서로 빼서 기울기를 구하고 조건을 대입한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,slope_from_two_points|coordinate_order|fraction_slope,M2_LF_PT048__M2LF50S09_Q010,M2_LF_PT048::M2_LF_CROSSSET_07_08_09,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
