item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,new_trend,mapping_confidence,cross_set_group
M3_TRIG_150_S07_Q001,001,1,41,한 삼각비가 주어진 경우의 다른 삼각비의 값,M3_TRIG_PT008,한 삼각비가 주어진 경우의 다른 삼각비의 값 - 계산·해석,value:12/13,72,standard,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT008::M3_TRIG_CROSS_SET
M3_TRIG_150_S07_Q002,002,1,41,한 삼각비가 주어진 경우의 다른 삼각비의 값,M3_TRIG_PT009,한 삼각비가 주어진 경우의 다른 삼각비의 값 - 복합 적용,choice:4,52,advanced,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT009::M3_TRIG_CROSS_SET
M3_TRIG_150_S07_Q003,003,1,41,한 삼각비가 주어진 경우의 다른 삼각비의 값,M3_TRIG_PT009,한 삼각비가 주어진 경우의 다른 삼각비의 값 - 복합 적용,value:9/7,71,advanced,symbolic_or_verbal,False,True,0.94,M3_TRIG_PT009::M3_TRIG_CROSS_SET
M3_TRIG_150_S07_Q004,004,1,42,한 삼각비가 주어진 경우의 다른 삼각비의 값,M3_TRIG_PT009,한 삼각비가 주어진 경우의 다른 삼각비의 값 - 복합 적용,choice:4,87,advanced,symbolic_or_verbal,False,True,0.94,M3_TRIG_PT009::M3_TRIG_CROSS_SET
M3_TRIG_150_S07_Q005,005,2,42,한 삼각비가 주어진 경우의 다른 삼각비의 값,M3_TRIG_PT008,한 삼각비가 주어진 경우의 다른 삼각비의 값 - 계산·해석,choice:1,71,standard,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT008::M3_TRIG_CROSS_SET
M3_TRIG_150_S07_Q006,006,2,42,한 삼각비가 주어진 경우의 다른 삼각비의 값,M3_TRIG_PT008,한 삼각비가 주어진 경우의 다른 삼각비의 값 - 계산·해석,value:17/13,83,standard,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT008::M3_TRIG_CROSS_SET
M3_TRIG_150_S07_Q007,007,2,42,직각삼각형의 닮음과 삼각비(1),M3_TRIG_PT012,직각삼각형의 닮음과 삼각비 - 복합 적용,choice:4,52,advanced,diagram_table_or_context,True,False,0.94,M3_TRIG_PT012::M3_TRIG_CROSS_SET
M3_TRIG_150_S07_Q008,008,2,43,직각삼각형의 닮음과 삼각비(1),M3_TRIG_PT012,직각삼각형의 닮음과 삼각비 - 복합 적용,choice:5,50,advanced,diagram_table_or_context,True,False,0.94,M3_TRIG_PT012::M3_TRIG_CROSS_SET
M3_TRIG_150_S07_Q009,009,3,43,직각삼각형의 닮음과 삼각비(1),M3_TRIG_PT011,직각삼각형의 닮음과 삼각비 - 계산·해석,choice:2,79,standard,diagram_table_or_context,True,False,0.94,M3_TRIG_PT011::M3_TRIG_CROSS_SET
M3_TRIG_150_S07_Q010,010,3,43,직각삼각형의 닮음과 삼각비(1),M3_TRIG_PT011,직각삼각형의 닮음과 삼각비 - 계산·해석,value:4/5,84,standard,diagram_table_or_context,True,False,0.94,M3_TRIG_PT011::M3_TRIG_CROSS_SET
M3_TRIG_150_S07_Q011,011,3,43,직각삼각형의 닮음과 삼각비(1),M3_TRIG_PT011,직각삼각형의 닮음과 삼각비 - 계산·해석,choice:4,81,standard,diagram_table_or_context,True,False,0.94,M3_TRIG_PT011::M3_TRIG_CROSS_SET
M3_TRIG_150_S07_Q012,012,3,43,직각삼각형의 닮음과 삼각비(1),M3_TRIG_PT011,직각삼각형의 닮음과 삼각비 - 계산·해석,value:24/13,78,standard,diagram_table_or_context,True,False,0.94,M3_TRIG_PT011::M3_TRIG_CROSS_SET
