item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,new_trend,mapping_confidence,cross_set_group
M3_CIRC_150_S13_Q001,001,1,43,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,5,56,concept,diagram_or_geometric_configuration,True,True,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q002,002,1,43,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,6,56,concept,diagram_or_geometric_configuration,True,True,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q003,003,1,44,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,9,55,concept,diagram_or_geometric_configuration,True,True,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q004,004,2,44,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,choice:4,70,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q005,005,2,45,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,24/5 cm,55,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q006,006,2,45,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,choice:4,59,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q007,007,3,45,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,6,82,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q008,008,3,46,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,choice:2,65,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q009,009,3,46,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,choice:3,82,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q010,010,3,47,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,3/10,57,concept,diagram_or_geometric_configuration,True,True,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q011,011,4,47,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,choice:5,86,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q012,012,4,47,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,choice:5,67,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q013,013,4,47,원에 외접하는 사각형의 성질의 활용(1); 직사각형,M3_CIRC_PT048,원에 외접하는 사각형의 성질의 활용(1); 직사각형 - 종합 활용,2,73,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT048::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q014,014,4,47,원에 외접하는 사각형의 성질의 활용(1); 직사각형,M3_CIRC_PT048,원에 외접하는 사각형의 성질의 활용(1); 직사각형 - 종합 활용,choice:4,87,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT048::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q015,015,5,48,원에 외접하는 사각형의 성질의 활용(1); 직사각형,M3_CIRC_PT048,원에 외접하는 사각형의 성질의 활용(1); 직사각형 - 종합 활용,20,75,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT048::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q016,016,5,48,원에 외접하는 사각형의 성질의 활용(1); 직사각형,M3_CIRC_PT048,원에 외접하는 사각형의 성질의 활용(1); 직사각형 - 종합 활용,51/10,59,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT048::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q017,017,5,48,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,82.5°,60,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q018,018,5,48,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,108°,50,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q019,019,6,48,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,115°,50,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q020,020,6,49,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,105°,50,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q021,021,6,49,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,7/5배,30,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q022,022,6,49,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,choice:5,77,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q023,023,7,49,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,choice:4,80,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q024,024,7,49,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,choice:3,79,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q025,025,7,49,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,200°,78,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q026,026,7,49,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,choice:4,90,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q027,027,8,50,원주각과 중심각의 크기(1),M3_CIRC_PT052,원주각과 중심각의 크기(1) - 기본 판별,choice:5,73,basic,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT052::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q028,028,8,50,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,choice:5,79,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q029,029,8,50,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,72°,49,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q030,030,8,50,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,97.5°,59,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q031,031,9,50,원주각의 성질(1); 한 호,M3_CIRC_PT063,원주각의 성질(1); 한 호 - 종합 활용,40°,78,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT063::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q032,032,9,50,원주각의 성질(1); 한 호,M3_CIRC_PT063,원주각의 성질(1); 한 호 - 종합 활용,27°,50,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT063::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q033,033,9,50,원주각의 성질(1); 한 호,M3_CIRC_PT063,원주각의 성질(1); 한 호 - 종합 활용,24°,50,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT063::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q034,034,9,50,원주각의 성질(1); 한 호,M3_CIRC_PT063,원주각의 성질(1); 한 호 - 종합 활용,48°,50,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT063::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q035,035,10,51,원주각의 성질(1); 한 호,M3_CIRC_PT063,원주각의 성질(1); 한 호 - 종합 활용,choice:4,57,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT063::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q036,036,10,51,원주각의 성질(1); 한 호,M3_CIRC_PT063,원주각의 성질(1); 한 호 - 종합 활용,7/2 cm,30,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT063::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q037,037,10,51,원주각의 성질(1); 한 호,M3_CIRC_PT063,원주각의 성질(1); 한 호 - 종합 활용,3/2 cm,30,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT063::M3_CIRC_CROSS_SET
M3_CIRC_150_S13_Q038,038,10,52,원주각의 성질(1); 한 호,M3_CIRC_PT063,원주각의 성질(1); 한 호 - 종합 활용,11/7 cm,30,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT063::M3_CIRC_CROSS_SET
